CallNo,RptNo,PRA,Beat,OffId,FromDateTime,ToDateTime,NatCall,Title,Location,AptNo,RunDate,RunDataBeginDate,RunDataEndDate,lon,lat,address
122800216,120058925,208,360,2257,9/29/2012 3:30,9/29/2012 4:30,RBURGR,BURGLARY-RESIDENTIAL,2209 PECANDALE DR,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.145062,32.730432,"2209 pecandale drive, arlington, tx 76013, usa"
122810638,120059188,266,440,2688,10/6/2012 19:00,10/7/2012 17:44,RBURGR,BURGLARY-RESIDENTIAL,1407 GLYNN OAKS DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.088605,32.712353,"1407 glynn oaks drive, arlington, tx 76010, usa"
122860323,120060097,310,370,2053,10/1/2012 12:00,10/10/2012 16:00,RBURGR,BURGLARY-RESIDENTIAL,2706 PARKCHESTER DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1443872,32.7019471,"2706 parkchester drive, arlington, tx 76015, usa"
122860657,120060178,80,230,2541,9/30/2012 8:00,10/3/2012 16:00,RBURGR,BURGLARY-RESIDENTIAL,1922 ROCKBROOK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.077372,32.766773,"1922 rockbrook drive, arlington, tx 76006, usa"
122970862,120062584,412,510,1601,10/23/2012 22:47,,RBURGR,BURGLARY-RESIDENTIAL,5609 MANSFIELD RD,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1363273,32.6548487,"5609 mansfield road, arlington, tx 76017, usa"
122980449,120062722,61,220,2460,10/24/2012 7:18,10/24/2012 7:47,RBURGR,BURGLARY-RESIDENTIAL,2820 W SHADOW DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0713729,32.7851412,"2820 west shadow drive, arlington, tx 76006, usa"
122990209,120062839,423B,520,1058,10/10/2012 21:00,10/25/2012 8:50,RBURGR,BURGLARY-RESIDENTIAL,6010 PINWOOD CR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1404329,32.6473694,"6010 pinwood circle, arlington, tx 76001, usa"
123000800,120063180,425A,530,2756,10/25/2012 20:30,10/26/2012 18:30,RBURGR,BURGLARY-RESIDENTIAL,803 RUNNING CREEK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.117924,32.641003,"803 running creek drive, arlington, tx 76001, usa"
123030544,120063719,260,440,1257,10/29/2012 5:00,10/29/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,1513 LACKLAND ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.089827,32.719674,"1513 lackland street, arlington, tx 76010, usa"
123030702,120063749,338,310,1521,10/29/2012 7:00,10/29/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,7010 CADILLAC BV,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.218481,32.669567,"7010 cadillac boulevard, arlington, tx 76016, usa"
123040660,120063922,444A,570,2624,10/30/2012 13:00,10/30/2012 14:00,RBURGR,BURGLARY-RESIDENTIAL,7414 QUAIL POINT LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.112167,32.624865,"7414 quail point lane, arlington, tx 76002, usa"
123090579,120064965,261,440,2757,11/4/2012 5:30,11/4/2012 16:00,RBURGR,BURGLARY-RESIDENTIAL,1609 TOWER DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.087072,32.716647,"1609 tower drive, arlington, tx 76010, usa"
123120024,120065400,215,410,2647,11/6/2012 17:00,11/7/2012 0:30,RBURGR,BURGLARY-RESIDENTIAL,613 S COLLINS ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.096964,32.72943,"613 south collins street, arlington, tx 76010, usa"
123130846,120065747,305,350,2177,11/8/2012 18:24,,RBURGR,BURGLARY-RESIDENTIAL,4400 LONGACRES CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.176576,32.700121,"4400 longacres court, arlington, tx 76016, usa"
123130778,120065748,122,250,2638,11/8/2012 6:40,11/8/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,606 ALASKA ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.113318,32.745515,"606 alaska street, arlington, tx 76011, usa"
123140214,120065862,370,470,2174,11/9/2012 8:00,11/9/2012 8:40,RBURGR,BURGLARY-RESIDENTIAL,912 MOORHEAD CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.095326,32.702839,"912 moorhead court, arlington, tx 76014, usa"
123200475,120067108,377,480,2573,11/15/2012 6:00,11/15/2012 14:59,RBURGR,BURGLARY-RESIDENTIAL,2315 WILDBRIAR DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069681,32.699149,"2315 wildbriar drive, arlington, tx 76014, usa"
123200935,120067211,460A,580,1611,11/15/2012 14:00,11/15/2012 22:45,RBURGR,BURGLARY-RESIDENTIAL,1301 BROOKGROVE CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.087627,32.642972,"1301 brookgrove court, arlington, tx 76018, usa"
123240604,120067963,391,320,2498,11/19/2012 11:00,11/19/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,4711 CRESTMONT CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.196481,32.670426,"4711 crestmont court, arlington, tx 76017, usa"
123260417,120068318,260,440,1257,11/21/2012 12:00,,RBURGR,BURGLARY-RESIDENTIAL,1303 E INWOOD DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.091007,32.714836,"1303 east inwood street, arlington, tx 76010, usa"
123310378,120069204,257,450,2174,11/26/2012 13:06,,RBURGR,BURGLARY-RESIDENTIAL,2128 MIRIAM LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.072145,32.723853,"2128 miriam lane, arlington, tx 76010, usa"
123310601,120069273,215,410,2660,11/21/2012 16:00,11/25/2012 17:00,RBURGR,BURGLARY-RESIDENTIAL,306 ARNOLD AV,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.094281,32.733209,"306 arnold avenue, arlington, tx 76010, usa"
123320733,120069465,376,480,1257,11/27/2012 9:30,11/27/2012 18:17,RBURGR,BURGLARY-RESIDENTIAL,2402 SUMMER PLACE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.071365,32.704522,"2402 summer place drive, arlington, tx 76014, usa"
123390572,120070844,440A,570,2629,12/4/2012 9:00,12/4/2012 15:30,RBURGR,BURGLARY-RESIDENTIAL,1103 WOOD LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.133284,32.615539,"1103 wood lane, arlington, tx 76001, usa"
123410629,120071238,372,480,2322,12/6/2012 15:23,,RBURGR,BURGLARY-RESIDENTIAL,2300 ORANGE BLOSSOM LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0759273,32.7058477,"2300 orange blossom lane, arlington, tx 76014, usa"
123490002,120072706,260,440,2765,12/13/2012 20:30,12/14/2012 0:01,RBURGR,BURGLARY-RESIDENTIAL,915 E LOVERS LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.095839,32.7140569,"915 east lovers lane, arlington, tx 76010, usa"
123490793,120072874,301,310,2454,12/14/2012 19:16,,RBURGR,BURGLARY-RESIDENTIAL,2316 MIGUEL LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1940815,32.707199,"2316 miguel lane, arlington, tx 76016, usa"
123560042,120074216,228,260,2523,12/21/2012 1:00,,RBURGR,BURGLARY-RESIDENTIAL,1402 S WEST ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.111452,32.722367,"1402 south west street, arlington, tx 76010, usa"
123580714,120074833,262,450,2694,12/23/2012 18:00,12/23/2012 19:21,RBURGR,BURGLARY-RESIDENTIAL,1903 KENT DR,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.079814,32.716512,"1903 kent drive, arlington, tx 76010, usa"
123630249,120075612,86,220,1927,12/27/2012 23:00,12/28/2012 11:00,RBURGR,BURGLARY-RESIDENTIAL,117 LOS ROBLES ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0720574,32.7738538,"117 los robles street, arlington, tx 76006, usa"
123640258,120075808,390,320,1834,12/26/2012 15:30,12/26/2012 18:30,RBURGR,BURGLARY-RESIDENTIAL,5117 TACOMA DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.217268,32.6626369,"5117 tacoma drive, arlington, tx 76017, usa"
123640356,120075846,247,370,2657,12/29/2012 14:30,12/29/2012 14:45,RBURGR,BURGLARY-RESIDENTIAL,1027 W ARKANSAS LN,6,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1193648,32.7065884,"1027 west arkansas lane, arlington, tx 76013, usa"
130040724,130000658,417A,550,2723,1/4/2013 16:00,1/4/2013 18:50,RBURGR,BURGLARY-RESIDENTIAL,509 LANTANA DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.106803,32.655923,"509 lantana drive, arlington, tx 76018, usa"
130100734,130001783,234,430,1693,1/10/2013 11:30,1/10/2013 14:45,RBURGR,BURGLARY-RESIDENTIAL,1819 PATRICK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.106736,32.714378,"1819 patrick drive, arlington, tx 76010, usa"
130100980,130001817,136,260,2725,1/10/2013 15:00,1/10/2013 19:00,RBURGR,BURGLARY-RESIDENTIAL,519 TAYLOR ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1127834,32.7423843,"519 taylor street, arlington, tx 76011, usa"
130140564,130002541,374,470,2557,1/14/2013 5:50,1/14/2013 15:45,RBURGR,BURGLARY-RESIDENTIAL,1707 CORONADO ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.08402,32.699585,"1707 coronado street, arlington, tx 76014, usa"
130140776,130002603,133,330,2078,1/14/2013 21:30,1/15/2013 0:00,RBURGR,BURGLARY-RESIDENTIAL,408 N FIELDER RD,156,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.132448,32.739725,"408 north fielder road, arlington, tx 76012, usa"
130250593,130004674,375,480,1257,1/25/2013 8:30,1/25/2013 15:18,RBURGR,BURGLARY-RESIDENTIAL,2108 E TIMBERVIEW LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.073956,32.700152,"2108 east timberview lane, arlington, tx 76014, usa"
130300516,130005735,425A,530,2400,1/30/2013 5:00,1/30/2013 14:33,RBURGR,BURGLARY-RESIDENTIAL,6439 BROOKHAVEN TR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.119001,32.641414,"6439 brookhaven trail, arlington, tx 76001, usa"
130310884,130006061,470A,580,2044,1/30/2013 19:00,1/31/2013 20:00,RBURGR,BURGLARY-RESIDENTIAL,2311 BANTRY LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.067793,32.633082,"2311 bantry lane, arlington, tx 76002, usa"
130350447,130006751,113,250,2696,2/3/2013 22:00,2/4/2013 12:00,RBURGR,BURGLARY-RESIDENTIAL,1413 NELSON TE,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.107159,32.756544,"1413 nelson terrace, arlington, tx 76011, usa"
130380815,130007380,440A,570,2044,2/7/2013 8:00,2/7/2013 12:00,RBURGR,BURGLARY-RESIDENTIAL,1209 WOOD LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.137675,32.615583,"1209 wood lane, arlington, tx 76001, usa"
130390851,130007607,462A,580,2345,2/8/2013 9:00,2/8/2013 19:30,RBURGR,BURGLARY-RESIDENTIAL,2111 POST WOOD LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0738651,32.6463574,"2111 post wood lane, arlington, tx 76018, usa"
130460322,130008831,373,470,2174,2/13/2013 15:00,2/15/2013 10:45,RBURGR,BURGLARY-RESIDENTIAL,1301 SUGARMILL CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.091397,32.699433,"1301 sugarmill court, arlington, tx 76014, usa"
130470579,130009101,330,310,2759,2/16/2013 15:00,,RBURGR,BURGLARY-RESIDENTIAL,6200 TIFFANY PARK CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.204069,32.696554,"6200 tiffany park court, arlington, tx 76016, usa"
130490072,130009383,452,560,2445,2/18/2013 1:56,,RBURGR,BURGLARY-RESIDENTIAL,1516 CARLSBAD DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.084624,32.659501,"1516 carlsbad drive, arlington, tx 76018, usa"
130500376,130009637,425B,530,2000,2/17/2013 5:00,2/18/2013 7:00,RBURGR,BURGLARY-RESIDENTIAL,1014 HAVENBROOK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1281419,32.6352411,"1014 havenbrook drive, arlington, tx 76001, usa"
130520010,130009983,242,430,2596,2/21/2013 0:09,,RBURGR,BURGLARY-RESIDENTIAL,2027 S CENTER ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1063999,32.709254,"2027 south center street, arlington, tx 76010, usa"
130540428,130010510,353,380,2595,2/21/2013 0:01,2/23/2013 14:21,RBURGR,BURGLARY-RESIDENTIAL,2201 BAINWOOD TR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.14358,32.690941,"2201 bainwood trail, arlington, tx 76015, usa"
T13000470,130900316,113,250,2613,2/3/2013 22:05,2/24/2013 22:05,RBURGR,BURGLARY-RESIDENTIAL,308 DEE LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.108531,32.756748,"308 dee lane, arlington, tx 76011, usa"
122850627,120059950,440B,570,2059,10/11/2012 11:30,10/11/2012 12:30,RBURGR,BURGLARY-RESIDENTIAL,7621 STANHOPE LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.116797,32.621826,"7621 stanhope lane, arlington, tx 76001, usa"
122890721,120060837,374,470,1257,10/15/2012 13:45,10/15/2012 15:15,RBURGR,BURGLARY-RESIDENTIAL,1410 E TIMBERVIEW LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.088975,32.700627,"1410 east timberview lane, arlington, tx 76014, usa"
122890850,120060873,451,560,2315,10/15/2012 9:00,10/15/2012 19:39,RBURGR,BURGLARY-RESIDENTIAL,4752 SHADYWAY DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.08477,32.670559,"4752 shadyway drive, arlington, tx 76018, usa"
122920323,120061375,452,560,1506,10/18/2012 9:30,10/18/2012 10:58,RBURGR,BURGLARY-RESIDENTIAL,1500 WICKFORD DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.082224,32.654243,"1500 wickford drive, arlington, tx 76018, usa"
122920511,120061409,332,310,720,10/18/2012 11:45,10/18/2012 13:45,RBURGR,BURGLARY-RESIDENTIAL,5704 MELSTONE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1951407,32.6884384,"5704 melstone drive, arlington, tx 76016, usa"
122930618,120061683,371,470,2600,10/19/2012 10:00,10/19/2012 15:30,RBURGR,BURGLARY-RESIDENTIAL,1402 JANANN AV,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.089132,32.705515,"1402 janann avenue, arlington, tx 76014, usa"
122940287,120061823,255,410,2092,10/20/2012 9:30,10/20/2012 9:50,RBURGR,BURGLARY-RESIDENTIAL,2534 HOLLANDALE CR,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.063481,32.732023,"2534 hollandale circle, arlington, tx 76010, usa"
122950105,120062012,413C,550,2511,9/21/2012 17:00,10/20/2012 14:00,RBURGR,BURGLARY-RESIDENTIAL,5307 ALTA VISTA LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1247209,32.6612318,"5307 alta vista lane, arlington, tx 76017, usa"
122960575,120062314,314,460,1727,10/22/2012 12:03,10/22/2012 15:30,RBURGR,BURGLARY-RESIDENTIAL,205 PEBBLEBROOK ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.109263,32.702897,"205 pebblebrook street, arlington, tx 76014, usa"
122970453,120062498,445A,580,2629,10/23/2012 9:30,10/23/2012 14:30,RBURGR,BURGLARY-RESIDENTIAL,6302 PLAINVIEW DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.094694,32.644322,"6302 plainview drive, arlington, tx 76018, usa"
122980421,120062681,377,480,1803,10/24/2012 12:40,10/24/2012 12:44,RBURGR,BURGLARY-RESIDENTIAL,2411 OVERBROOK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.066264,32.696093,"2411 overbrook drive, arlington, tx 76014, usa"
123030084,120063627,390,320,2551,10/28/2012 7:30,10/29/2012 2:18,RBURGR,BURGLARY-RESIDENTIAL,5117 TACOMA DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.217268,32.6626369,"5117 tacoma drive, arlington, tx 76017, usa"
123050475,120064103,255,410,1734,10/31/2012 12:41,,RBURGR,BURGLARY-RESIDENTIAL,2504 ROBERTS CR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.064193,32.730444,"2504 roberts circle, arlington, tx 76010, usa"
123050811,120064184,131,340,1521,10/31/2012 8:00,10/31/2012 18:00,RBURGR,BURGLARY-RESIDENTIAL,610 WINDGATE CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.153939,32.7402666,"610 windgate court, arlington, tx 76012, usa"
123060725,120064364,61,220,1986,11/1/2012 16:40,11/1/2012 17:00,RBURGR,BURGLARY-RESIDENTIAL,2318 STONE BRIDGE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069288,32.788124,"2318 stone bridge drive, arlington, tx 76006, usa"
123120675,120065498,215,410,1257,11/7/2012 7:55,11/7/2012 15:45,RBURGR,BURGLARY-RESIDENTIAL,512 HIGHLAND DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.087377,32.73072,"512 highland drive, arlington, tx 76010, usa"
123120681,120065503,110,250,2725,11/7/2012 12:45,11/7/2012 16:00,RBURGR,BURGLARY-RESIDENTIAL,1609 NORTHLAKE CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1311769,32.759084,"1609 northlake court, arlington, tx 76012, usa"
123130548,120065670,342,310,2124,11/8/2012 7:15,11/8/2012 14:21,RBURGR,BURGLARY-RESIDENTIAL,4219 TROY LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1978685,32.6801987,"4219 troy lane, arlington, tx 76016, usa"
123140417,120065910,377,480,1494,11/9/2012 12:34,11/9/2012 12:40,RBURGR,BURGLARY-RESIDENTIAL,2315 CLEARHAVEN DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.068197,32.693795,"2315 clearhaven drive, arlington, tx 76014, usa"
123170455,120066515,010A,220,1986,11/12/2012 15:27,,RBURGR,BURGLARY-RESIDENTIAL,3930 JASMINE FOX LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0914506,32.7975524,"jasmine fox lane, arlington, tx 76040, usa"
123200091,120067011,320,460,2630,11/15/2012 2:44,,RBURGR,BURGLARY-RESIDENTIAL,512 GRANTS PW,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1080656,32.735687,"arlington, tx, usa"
123200498,120067118,215,410,2693,11/15/2012 14:00,11/15/2012 15:15,RBURGR,BURGLARY-RESIDENTIAL,904 MEADOW OAKS DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.096965,32.730289,"904 meadow oaks drive, arlington, tx 76010, usa"
123200661,120067148,65,220,1986,11/15/2012 10:30,11/15/2012 17:30,RBURGR,BURGLARY-RESIDENTIAL,2703 BRIARBROOK CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0882309,32.779148,"2703 briarbrook court, arlington, tx 76006, usa"
123210397,120067281,460B,580,2070,11/16/2012 11:40,,RBURGR,BURGLARY-RESIDENTIAL,6701 WHITE TAIL LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.084009,32.633697,"6701 white tail lane, arlington, tx 76002, usa"
123211071,120067436,447A,520,2724,11/16/2012 18:10,11/16/2012 23:22,RBURGR,BURGLARY-RESIDENTIAL,6614 SPARTAN DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.178149,32.637278,"6614 spartan drive, arlington, tx 76001, usa"
123240155,120067845,465A,580,1725,11/19/2012 7:56,,RBURGR,BURGLARY-RESIDENTIAL,606 RAGWOOD RD,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.090312,32.603076,"606 ragwood road, arlington, tx 76002, usa"
123240887,120068011,416,530,2724,11/19/2012 22:59,11/19/2012 23:08,RBURGR,BURGLARY-RESIDENTIAL,1004 REDLEAF DR,4003,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1257349,32.6481352,"1004 redleaf drive, arlington, tx 76017, usa"
123270240,120068474,155,270,2762,11/21/2012 22:00,11/22/2012 5:00,RBURGR,BURGLARY-RESIDENTIAL,1308 CREEKMEER CT,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.090128,32.753847,"1308 creekmeer court, arlington, tx 76011, usa"
123300822,120069119,133,330,2504,11/19/2012 8:00,11/25/2012 22:28,RBURGR,BURGLARY-RESIDENTIAL,1852 ELLIS RD,A,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1375499,32.7410964,"1852 ellis road, arlington, tx 76012, usa"
123310347,120069196,215,410,538,11/26/2012 12:27,,RBURGR,BURGLARY-RESIDENTIAL,1500 RUTH ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0873443,32.7339686,"1500 ruth street, arlington, tx 76010, usa"
123310364,120069208,260,440,451,11/26/2012 10:40,11/26/2012 12:44,RBURGR,BURGLARY-RESIDENTIAL,1315 E INWOOD DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.089814,32.714827,"1315 east inwood street, arlington, tx 76010, usa"
123310469,120069220,373,470,1257,11/26/2012 7:00,11/26/2012 15:00,RBURGR,BURGLARY-RESIDENTIAL,3304 DANIEL DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.091875,32.6926119,"3304 daniel drive, arlington, tx 76014, usa"
123320392,120069408,425A,530,2377,11/27/2012 13:13,,RBURGR,BURGLARY-RESIDENTIAL,801 HIGHBROOKE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1200294,32.6428145,"801 highbrooke drive, arlington, tx 76001, usa"
123320631,120069438,104,330,1521,11/27/2012 7:20,11/27/2012 16:50,RBURGR,BURGLARY-RESIDENTIAL,2002 FAIR MEADOW DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1408919,32.754496,"2002 fair meadow drive, arlington, tx 76012, usa"
123350331,120069964,396,510,1058,11/30/2012 10:34,,RBURGR,BURGLARY-RESIDENTIAL,4511 OAK CLUB DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.158088,32.671423,"4511 oak club drive, arlington, tx 76017, usa"
123360399,120070202,283,420,2090,11/24/2012 23:00,12/1/2012 12:00,RBURGR,BURGLARY-RESIDENTIAL,1600 MARIE TE,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.1080656,32.735687,"arlington, tx, usa"
123380720,120070666,71,220,2541,12/3/2012 8:10,12/3/2012 15:45,RBURGR,BURGLARY-RESIDENTIAL,2619 CEDAR VIEW DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069147,32.782053,"2619 cedar view drive, arlington, tx 76006, usa"
123390512,120070821,254,410,2660,12/4/2012 8:30,12/4/2012 15:30,RBURGR,BURGLARY-RESIDENTIAL,2002 MENEFEE ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.07698,32.732714,"2002 menefee street, arlington, tx 76010, usa"
123390577,120070843,310,370,2655,11/26/2012 22:00,11/27/2012 2:30,RBURGR,BURGLARY-RESIDENTIAL,2401 MONTE CARLO DR,B,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.145731,32.705513,"2401 monte carlo drive, arlington, tx 76015, usa"
123400461,120071024,258,450,2695,12/5/2012 8:45,12/5/2012 12:33,RBURGR,BURGLARY-RESIDENTIAL,2215 SKYLARK DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.069982,32.723521,"2215 skylark drive, arlington, tx 76010, usa"
123430129,120071576,207,360,2014,12/8/2012 3:16,,RBURGR,BURGLARY-RESIDENTIAL,1805 WESTVIEW TE,E,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.134393,32.7341879,"1805 westview terrace, arlington, tx 76013, usa"
123450331,120072038,447A,520,1058,12/6/2012 11:49,12/10/2012 0:00,RBURGR,BURGLARY-RESIDENTIAL,6410 WALNUT SPRINGS DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.173551,32.640405,"6410 walnut springs drive, arlington, tx 76001, usa"
123470259,120072382,377,480,1803,12/12/2012 4:05,12/12/2012 11:00,RBURGR,BURGLARY-RESIDENTIAL,2308 E TIMBERVIEW LN,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.070409,32.700153,"2308 east timberview lane, arlington, tx 76014, usa"
123470290,120072394,281,420,1560,12/12/2012 11:30,12/12/2012 11:43,RBURGR,BURGLARY-RESIDENTIAL,2618 E MITCHELL ST,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.061049,32.725779,"2618 east mitchell street, arlington, tx 76010, usa"
123250504,120068135,392,320,2433,11/10/2012 8:00,11/20/2012 13:32,RBURGR,BURGLARY-RESIDENTIAL,5114 EAGLE NEST DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.196853,32.662833,"5114 eagle nest drive, arlington, tx 76017, usa"
123260238,120068273,132,330,1806,11/20/2012 20:00,11/21/2012 9:00,RBURGR,BURGLARY-RESIDENTIAL,604 LILLARD RD,C,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.145972,32.740713,"604 lillard road, arlington, tx 76012, usa"
123280734,120068742,282,420,2735,11/23/2012 13:00,11/23/2012 20:50,RBURGR,BURGLARY-RESIDENTIAL,856 TIMBERLAKE DR,1043,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.0486357,32.726806,"856 timberlake drive, arlington, tx 76010, usa"
123350923,120070081,253,440,2688,11/30/2012 20:16,,RBURGR,BURGLARY-RESIDENTIAL,1002 SUNNYVALE DR,,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.095273,32.724004,"1002 sunnyvale drive, arlington, tx 76010, usa"
123360355,120070186,38,240,2112,11/27/2012 9:30,11/27/2012 16:00,RBURGR,BURGLARY-RESIDENTIAL,2121 PARK WILLOW LN,D,4/10/2013 0:00,4/10/2012 0:00,4/8/2013 0:00,-97.105386,32.768668,"2121 park willow lane, arlington, tx 76011, usa"
